"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-01","29.4","37.4","21.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-02","20.7","27.8","13.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-03","27.8","36.8","18.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-04","46.5","56.8","36.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-05","57.1","66.6","47.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-06","61.9","70.9","53.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-07","76.0","87.1","64.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-08","72.7","83.0","62.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-09","61.5","70.7","52.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-10","50.4","61.0","39.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-11","39.1","47.5","30.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1916-12","24.4","31.8","17.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-01","22.2","29.7","14.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-02","18.0","26.7","9.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-03","35.5","44.2","26.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-04","43.6","53.0","34.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-05","50.4","59.4","41.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-06","63.0","73.0","53.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-07","70.5","79.6","61.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-08","67.4","78.7","56.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-09","59.3","69.4","49.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-10","43.4","51.0","35.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-11","37.4","46.3","28.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1917-12","20.1","26.3","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-01","11.5","19.2","3.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-02","23.9","34.4","13.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-03","38.0","49.3","26.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-04","43.8","54.8","32.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-05","63.1","74.7","51.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-06","65.9","78.8","53.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-07","70.2","81.6","58.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-08","73.8","85.2","62.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-09","54.8","65.0","44.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-10","53.0","63.0","43.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-11","40.2","46.8","33.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1918-12","32.9","38.9","27.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-01","28.3","36.6","19.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-02","26.5","34.2","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-03","36.0","44.8","27.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-04","46.7","56.8","36.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-05","55.9","66.7","45.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-06","72.6","82.6","62.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-07","73.8","85.5","62.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-08","68.7","79.2","58.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-09","65.0","75.8","54.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-10","54.3","64.8","43.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-11","38.4","47.3","29.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1919-12","20.2","28.1","12.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-01","15.5","23.9","7.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-02","21.8","29.8","13.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-03","36.6","47.5","25.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-04","40.7","49.7","31.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-05","56.1","67.5","44.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-06","67.4","77.9","56.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-07","68.2","79.0","57.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-08","67.6","76.6","58.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-09","63.7","74.4","53.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-10","56.6","67.9","45.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-11","36.9","43.6","30.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1920-12","30.7","37.2","24.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-01","28.9","36.4","21.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-02","28.8","35.9","21.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-03","41.5","52.7","30.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-04","52.0","63.0","41.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-05","59.8","71.2","48.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-06","69.9","80.9","58.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-07","76.3","86.8","65.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-08","67.9","78.0","57.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-09","67.2","76.9","57.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-10","50.8","59.4","42.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-11","36.4","42.8","30.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1921-12","28.6","35.6","21.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-01","21.6","30.3","12.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-02","27.1","34.6","19.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-03","35.9","45.0","26.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-04","47.6","57.8","37.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-05","61.6","72.0","51.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-06","67.9","78.6","57.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-07","70.6","81.7","59.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-08","69.7","80.8","58.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-09","65.6","76.1","55.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-10","53.1","63.1","43.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-11","41.2","47.8","34.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1922-12","27.0","34.0","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-01","25.2","32.0","18.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-02","19.9","27.4","12.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-03","31.2","40.7","21.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-04","45.2","57.0","33.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-05","54.4","67.3","41.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-06","70.6","81.3","59.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-07","70.5","80.9","60.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-08","66.6","76.8","56.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-09","62.1","71.2","53.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-10","48.6","59.0","38.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-11","39.2","46.4","32.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1923-12","35.9","42.2","29.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-01","21.3","28.7","14.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-02","23.4","29.7","17.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-03","32.1","38.4","25.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-04","45.2","55.0","35.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-05","51.8","61.9","41.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-06","64.1","75.0","53.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-07","68.6","78.5","58.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-08","68.6","79.5","57.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-09","58.1","67.0","49.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-10","55.1","66.6","43.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-11","39.8","48.9","30.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1924-12","22.7","29.7","15.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-01","20.9","29.7","12.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-02","29.6","37.5","21.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-03","36.2","46.3","26.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-04","51.4","64.3","38.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-05","53.8","65.9","41.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-06","70.5","82.6","58.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-07","70.5","81.9","59.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-08","69.8","80.9","58.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-09","65.5","74.1","56.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-10","42.7","49.5","35.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-11","36.6","43.4","29.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1925-12","25.8","31.9","19.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-01","24.0","31.2","16.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-02","24.8","31.9","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-03","27.9","35.7","20.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-04","40.6","50.8","30.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-05","57.7","70.1","45.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-06","62.7","73.5","51.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-07","71.1","82.0","60.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-08","71.0","79.6","62.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-09","61.6","69.3","53.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-10","49.3","57.0","41.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-11","37.1","44.3","30.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1926-12","24.4","31.0","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-01","23.1","30.2","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-02","31.5","38.6","24.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-03","39.1","47.2","31.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-04","46.3","56.4","36.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-05","56.1","65.7","46.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-06","62.7","72.6","52.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-07","70.4","80.2","60.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-08","64.9","75.5","54.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-09","66.0","75.6","56.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-10","54.7","64.6","44.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-11","42.6","50.5","34.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1927-12","28.5","35.0","21.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-01","25.6","32.3","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-02","26.9","34.3","19.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-03","32.9","41.3","24.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-04","43.4","53.3","33.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-05","57.9","69.0","46.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-06","62.5","71.3","53.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-07","71.6","80.9","62.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-08","70.8","80.1","61.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-09","57.8","68.4","47.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-10","53.8","63.1","44.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-11","41.1","47.1","35.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1928-12","31.6","37.9","25.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-01",,,"8.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-02","20.6","27.7","13.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-03","41.3","52.2","30.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-04","48.6","58.8","38.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-05","55.9","66.7","45.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-06","65.4","76.4","54.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-07","72.7","83.6","61.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-08","68.7","80.8","56.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-09","63.9","74.9","52.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-10","49.9","58.8","41.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-11","36.1","41.9","30.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1929-12","25.8","31.1","20.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-01","21.2","28.2","14.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-02","33.2","40.3","26.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-03","34.0","42.7","25.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-04","47.8","58.5","37.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-05","60.1","70.6","49.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-06","69.2","80.3","58.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-07","74.1","86.3","61.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-08","72.0","83.9","60.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-09","65.7","76.7","54.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-10","49.7","58.0","41.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-11","40.6","48.3","32.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1930-12","28.0","33.6","22.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-01","27.6","34.2","21.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-02","31.8","38.6","25.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-03","32.9","39.0","26.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-04","48.4","60.1","36.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-05","57.0","67.8","46.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-06","69.2","79.6","58.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-07","76.7","87.9","65.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-08","72.1","83.2","61.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-09","68.8","78.5","59.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-10","55.5","64.8","46.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-11","46.6","54.7","38.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1931-12",,,"29.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-01","35.0","40.6","29.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-02","32.2","40.2","24.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-03","29.2","36.4","22.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-04","44.5","55.3","33.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-05","59.6","70.5","48.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-06","68.9","80.0","57.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-07","72.4","83.6","61.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-08","71.9","83.0","60.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-09","62.7","72.3","53.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-10","51.9","60.0","43.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-11","35.1","42.2","27.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1932-12","28.0","35.7","20.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-01","33.2","40.1","26.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-02","26.3","34.8","18.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-03","33.8","40.5","27.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-04","47.8","56.9","38.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-05","59.4","68.3","50.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-06","74.0","86.4","61.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-07","74.6","86.3","62.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-08","71.0","82.1","60.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-09","67.9","77.8","58.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-10","49.5","58.6","40.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-11","35.1","42.7","27.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1933-12","27.9","35.0","20.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-01",,,"22.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-02","15.6","25.4","5.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-03","30.4","39.1","21.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-04","44.7","54.1","35.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-05","63.3","75.8","50.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-06","74.3","87.7","60.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-07","77.3","89.7","65.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-08","71.3","83.6","59.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-09","66.2","75.6","56.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-10","52.0","61.1","42.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-11","43.0","49.3","36.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1934-12","25.6","31.2","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-01","24.3","31.0","17.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-02","25.3","31.9","18.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-03","39.7","49.1","30.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-04","44.8","53.9","35.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-05","53.1","63.0","43.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-06","64.6","73.9","55.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-07","75.9","85.4","66.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-08","71.7","80.8","62.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-09","62.1","73.4","50.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-10","51.3","61.0","41.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-11","38.8","44.5","33.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1935-12","24.5","29.2","19.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-01","20.6","26.9","14.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-02","15.5","23.9","7.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-03","37.6","46.0","29.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-04","42.6","51.6","33.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-05","62.8","74.9","50.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-06","66.9","78.8","55.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-07","75.4","88.4","62.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-08","74.6","87.1","62.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-09","65.9","76.3","55.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-10","50.6","59.9","41.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-11","35.4","43.0","27.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1936-12","31.8","39.1","24.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-01","29.4","37.3","21.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-02","27.8","35.1","20.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-03","31.7","39.3","24.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-04","45.5","54.7","36.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-05","59.1","69.6","48.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-06","67.1","76.4","57.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-07","72.5","82.4","62.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-08","73.5","83.6","63.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-09","61.8","72.8","50.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-10","48.8","57.2","40.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-11","37.4","44.6","30.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1937-12","26.4","31.6","21.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-01","24.1","30.7","17.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-02","31.3","39.1","23.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-03","41.8","52.0","31.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-04","48.8","58.4","39.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-05","58.7","69.4","48.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-06","67.5","77.8","57.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-07","73.1","83.2","63.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-08","74.4","85.0","63.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-09","62.4","71.6","53.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-10","56.2","68.1","44.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-11","42.1","52.1","32.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1938-12","28.9","34.6","23.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-01","27.6","34.3","20.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-02","26.1","34.0","18.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-03","34.1","42.1","26.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-04","44.6","53.8","35.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-05","62.5","74.7","50.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-06","70.3","80.9","59.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-07","73.4","84.9","62.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-08","72.9","84.1","61.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-09","66.9","78.7","55.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-10","52.8","63.1","42.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-11","38.9","46.5","31.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1939-12","33.0","38.7","27.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-01","18.1","23.6","12.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-02","26.4","32.6","20.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-03","28.4","34.3","22.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-04","43.0","52.6","33.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-05","56.5","66.7","46.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-06","68.6","78.7","58.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-07","73.5","85.0","62.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-08","70.2","79.6","60.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-09","63.4","73.7","53.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-10","52.4","61.7","43.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-11","37.2","44.2","30.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1940-12","31.6","37.4","25.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-01","25.8","31.0","20.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-02","24.9","31.6","18.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-03","30.4","38.8","22.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-04","52.8","64.0","41.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-05","62.2","73.7","50.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-06","69.2","79.2","59.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-07","73.6","85.1","62.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-08","70.9","82.5","59.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-09","66.7","78.0","55.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-10","54.9","63.0","46.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-11","41.8","49.5","34.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1941-12","34.4","40.1","28.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1942-01","24.6","31.6","17.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1942-02","22.0","28.3","15.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1942-03","37.0","44.1","29.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1942-04","52.8","64.7","40.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1942-05","60.6","71.3","49.8"
